latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-0.4921,115.9575,327.4,1.2,1.1,2023-10-17,0622,Aqua,MODIS,79,61.03,297.6,21.4,D,0
-0.7114,114.2701,324.1,1,1,2023-10-17,0622,Aqua,MODIS,76,61.03,300.1,14.7,D,0
-0.7127,114.2611,337,1,1,2023-10-17,0622,Aqua,MODIS,87,61.03,300.7,32,D,0
-2.2499,103.3615,316.3,4.6,2,2023-10-17,0622,Aqua,MODIS,45,61.03,292,83.2,D,0
-2.2036,103.437,316.5,4.6,2,2023-10-17,0622,Aqua,MODIS,49,61.03,291.3,84.2,D,0
-0.6353,114.3515,317,1,1,2023-10-17,0622,Aqua,MODIS,64,61.03,299.9,7.8,D,0
-0.6366,114.3424,330.7,1,1,2023-10-17,0622,Aqua,MODIS,83,61.03,300.4,23.3,D,0
-7.9183,140.0019,305.7,4,1.9,2023-10-17,1206,Terra,MODIS,36,61.03,283.4,47.9,N,0
-9.463,124.0041,306.1,1,1,2023-10-17,1344,Terra,MODIS,67,61.03,294.1,6.1,N,0
-9.6562,124.1388,302,1,1,2023-10-17,1344,Terra,MODIS,46,61.03,291.9,4.3,N,0
-9.6921,123.7413,311.6,1.1,1,2023-10-17,1344,Terra,MODIS,83,61.03,295,10,N,0
-9.7143,123.7149,315.4,1.1,1,2023-10-17,1344,Terra,MODIS,91,61.03,295.8,13.3,N,0
-8.2687,124.9125,302.8,1,1,2023-10-17,1345,Terra,MODIS,52,61.03,291.2,5,N,0
-8.345,124.7028,301.2,1,1,2023-10-17,1345,Terra,MODIS,39,61.03,289.4,4.1,N,0
-8.3153,124.98,303.2,1,1,2023-10-17,1345,Terra,MODIS,54,61.03,291.8,4.2,N,0
-8.3149,118.1137,301.7,2.4,1.5,2023-10-17,1345,Terra,MODIS,22,61.03,290.3,15,N,0
-7.7598,126.3583,304,1.1,1,2023-10-17,1345,Terra,MODIS,44,61.03,293.5,5.5,N,0
-8.2709,123.504,312.1,1.1,1,2023-10-17,1345,Terra,MODIS,84,61.03,289.4,11.4,N,1
-8.2557,124.7471,316.6,1,1,2023-10-17,1345,Terra,MODIS,94,61.03,290.8,14.1,N,0
-8.2545,124.7561,377.8,1,1,2023-10-17,1345,Terra,MODIS,100,61.03,296.4,144.2,N,0
-8.2532,124.765,324.8,1,1,2023-10-17,1345,Terra,MODIS,100,61.03,291.5,22.3,N,0
-8.2633,124.7573,303.9,1,1,2023-10-17,1345,Terra,MODIS,58,61.03,290.3,5.6,N,0
-2.5733,121.3738,328.3,1.2,1.1,2023-10-17,1346,Terra,MODIS,100,61.03,290.8,32.9,N,2
-4.8223,120.0804,307.3,1.5,1.2,2023-10-17,1346,Terra,MODIS,70,61.03,293.7,11,N,0
-3.9014,122.4165,301.5,1.1,1,2023-10-17,1346,Terra,MODIS,39,61.03,279.5,5.1,N,2
-2.8302,122.174,305.1,1.1,1,2023-10-17,1346,Terra,MODIS,19,61.03,293.9,5.5,N,2
-2.5815,121.385,325.8,1.2,1.1,2023-10-17,1346,Terra,MODIS,100,61.03,291.4,29.1,N,2
-2.5829,121.375,312.9,1.2,1.1,2023-10-17,1346,Terra,MODIS,86,61.03,291.2,14.1,N,2
-2.5719,121.3839,346.9,1.2,1.1,2023-10-17,1346,Terra,MODIS,100,61.03,291.6,69.3,N,2
-1.4544,127.4401,306.1,1.5,1.2,2023-10-17,1346,Terra,MODIS,41,61.03,290.9,9.6,N,2
-2.0588,121.242,310.8,1.2,1.1,2023-10-17,1346,Terra,MODIS,80,61.03,289.9,12.5,N,0
-1.7313,116.2134,311.5,2.7,1.6,2023-10-17,1347,Terra,MODIS,66,61.03,285.9,43.2,N,0
0.6818,117.5493,303.1,1.9,1.4,2023-10-17,1347,Terra,MODIS,53,61.03,290.5,9.6,N,0
2.0991,117.0683,305.2,2,1.4,2023-10-17,1348,Terra,MODIS,63,61.03,290.4,13,N,0
-3.3565,105.0132,317.9,2,1.4,2023-10-17,1524,Terra,MODIS,96,61.03,283.1,46.3,N,0
-3.3591,104.9956,308.4,2,1.4,2023-10-17,1524,Terra,MODIS,74,61.03,281.5,25.5,N,0
-3.2956,105.3388,316.7,2.1,1.4,2023-10-17,1524,Terra,MODIS,94,61.03,283.2,42.8,N,0
-3.2984,105.3201,330.8,2.1,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,287.2,87.2,N,0
-3.3012,105.3014,328.4,2.1,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,289.2,77.1,N,0
-3.3122,105.2274,326.7,2.1,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,291.7,66.4,N,0
-3.315,105.209,312.6,2.1,1.4,2023-10-17,1524,Terra,MODIS,11,61.03,289.3,27.3,N,0
-3.3443,105.0114,325.5,2,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,283.6,66,N,0
-3.3469,104.9938,313.2,2,1.4,2023-10-17,1524,Terra,MODIS,87,61.03,283.2,33.5,N,0
-3.2998,105.2255,317.2,2.1,1.4,2023-10-17,1524,Terra,MODIS,56,61.03,290.3,38.3,N,0
-3.2901,105.2053,310.2,2.1,1.4,2023-10-17,1524,Terra,MODIS,65,61.03,288.5,25.6,N,0
-3.2681,105.1833,313,2.1,1.4,2023-10-17,1524,Terra,MODIS,67,61.03,282.7,31.4,N,0
-3.1321,105.6446,302.8,2.3,1.5,2023-10-17,1524,Terra,MODIS,45,61.03,282.2,18.5,N,0
-3.3764,105.2435,343.2,2.1,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,293.6,139.2,N,0
-3.3736,105.262,305.7,2.1,1.4,2023-10-17,1524,Terra,MODIS,22,61.03,290.7,14.5,N,0
-3.3985,105.2657,305.2,2.1,1.4,2023-10-17,1524,Terra,MODIS,11,61.03,289.7,14.5,N,0
-3.3958,105.2842,318.3,2.1,1.4,2023-10-17,1524,Terra,MODIS,97,61.03,291.9,45,N,0
-3.4604,105.0173,301.2,2,1.4,2023-10-17,1524,Terra,MODIS,10,61.03,282,12.3,N,0
-3.4578,105.0349,332.6,2,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,285,89,N,0
-3.4552,105.0526,342.5,2,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,284.1,131.6,N,0
-3.4526,105.0703,355.6,2,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,282.8,209.3,N,0
-3.4649,105.0722,307.6,2,1.4,2023-10-17,1524,Terra,MODIS,72,61.03,280.1,23.7,N,0
-3.3973,105.5362,302.4,2.2,1.4,2023-10-17,1524,Terra,MODIS,43,61.03,286.3,16.3,N,0
-3.583,105.7842,303.2,2.3,1.5,2023-10-17,1524,Terra,MODIS,34,61.03,291.2,14.3,N,0
-3.7122,105.4521,303.3,2.1,1.4,2023-10-17,1524,Terra,MODIS,54,61.03,291.4,13.4,N,0
-4.8231,105.7342,312.7,2.2,1.4,2023-10-17,1524,Terra,MODIS,85,61.03,288.7,35.7,N,0
-4.5875,104.2218,303.8,1.7,1.3,2023-10-17,1524,Terra,MODIS,54,61.03,287.2,11.8,N,0
-4.5564,104.277,301.3,1.7,1.3,2023-10-17,1524,Terra,MODIS,40,61.03,282.4,9.5,N,0
-4.3556,104.2349,302.4,1.7,1.3,2023-10-17,1524,Terra,MODIS,48,61.03,291,7.5,N,0
-3.8877,104.5262,304,1.8,1.3,2023-10-17,1524,Terra,MODIS,58,61.03,290.6,12.5,N,0
-3.7611,105.5568,314.4,2.2,1.4,2023-10-17,1524,Terra,MODIS,89,61.03,292.2,37,N,0
-3.7777,105.624,309.5,2.2,1.4,2023-10-17,1524,Terra,MODIS,78,61.03,291.1,26,N,0
-3.7781,105.6185,313.6,2.2,1.4,2023-10-17,1524,Terra,MODIS,63,61.03,291.2,32.7,N,0
-3.7806,105.6047,303.6,2.2,1.4,2023-10-17,1524,Terra,MODIS,50,61.03,290.8,13.9,N,0
-3.7612,105.5624,314.5,2.2,1.4,2023-10-17,1524,Terra,MODIS,89,61.03,292.2,35.4,N,0
-3.3792,105.2252,315.8,2.1,1.4,2023-10-17,1524,Terra,MODIS,92,61.03,289.3,36.3,N,0
-3.364,105.2417,336.6,2.1,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,292.5,106.6,N,0
-3.3667,105.2234,326.2,2.1,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,290.8,66.4,N,0
-3.4058,104.8847,300.3,2,1.4,2023-10-17,1524,Terra,MODIS,25,61.03,278.5,12.9,N,0
-3.3718,105.2552,323.5,2.1,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,292.3,56.1,N,0
-3.3744,105.2368,335,2.1,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,293,98.2,N,0
-3.362,105.2349,334.6,2.1,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,292.1,96.8,N,0
-3.3082,105.3407,314.7,2.1,1.4,2023-10-17,1524,Terra,MODIS,90,61.03,280.1,37.4,N,0
-3.3208,105.3426,304.9,2.1,1.4,2023-10-17,1524,Terra,MODIS,59,61.03,281.3,17.7,N,0
-3.311,105.322,324.9,2.1,1.4,2023-10-17,1524,Terra,MODIS,100,61.03,285.5,66.6,N,0
-3.3247,105.2293,308.5,2.1,1.4,2023-10-17,1524,Terra,MODIS,25,61.03,290.6,19.5,N,0
-2.2066,100.9986,312.2,1.1,1.1,2023-10-17,1525,Terra,MODIS,84,61.03,289.3,11.5,N,0
-0.5176,102.5441,309.6,1.4,1.2,2023-10-17,1525,Terra,MODIS,78,61.03,277,18.6,N,0
-3.0948,105.6326,303.3,2.3,1.5,2023-10-17,1525,Terra,MODIS,54,61.03,283.3,19.3,N,0
-3.3499,103.8044,305,1.6,1.3,2023-10-17,1525,Terra,MODIS,63,61.03,286.6,12.2,N,0
-3.0998,105.3354,300.4,2.1,1.4,2023-10-17,1525,Terra,MODIS,6,61.03,286.3,10.8,N,0
-3.0803,105.2941,302.2,2.1,1.4,2023-10-17,1525,Terra,MODIS,44,61.03,286.9,12.2,N,0
-3.0888,105.2381,304.5,2.1,1.4,2023-10-17,1525,Terra,MODIS,33,61.03,285.4,14.9,N,0
-3.0763,105.2363,315.4,2.1,1.4,2023-10-17,1525,Terra,MODIS,91,61.03,286.4,37.8,N,0
-3.0791,105.2178,308.7,2.1,1.4,2023-10-17,1525,Terra,MODIS,75,61.03,286.5,23.4,N,0
-3.0792,105.2881,305.4,2.1,1.4,2023-10-17,1525,Terra,MODIS,64,61.03,286.9,18.5,N,0
-3.0873,105.2321,312.3,2.1,1.4,2023-10-17,1525,Terra,MODIS,84,61.03,286.7,31.9,N,0
-3.0748,105.2302,316.6,2.1,1.4,2023-10-17,1525,Terra,MODIS,94,61.03,286.4,43.2,N,0
-2.9703,105.5876,301.3,2.3,1.5,2023-10-17,1525,Terra,MODIS,19,61.03,275,17.1,N,0
-2.7983,105.1512,300,2.1,1.4,2023-10-17,1525,Terra,MODIS,3,61.03,284.4,10.5,N,0
-3.0114,103.1164,304.4,1.5,1.2,2023-10-17,1525,Terra,MODIS,60,61.03,273.4,12.8,N,0
-2.405,106.2525,306.6,2.6,1.6,2023-10-17,1525,Terra,MODIS,69,61.03,290.4,22.7,N,0
-2.8492,102.9634,309.7,1.4,1.2,2023-10-17,1525,Terra,MODIS,78,61.03,283.8,16.3,N,0
-2.8442,102.9241,304.3,1.4,1.2,2023-10-17,1525,Terra,MODIS,59,61.03,285.5,9.3,N,0
-2.6209,103.0478,330.5,1.5,1.2,2023-10-17,1525,Terra,MODIS,100,61.03,292.9,47.6,N,0
-2.6228,103.035,331.9,1.5,1.2,2023-10-17,1525,Terra,MODIS,100,61.03,293.5,50,N,0
-2.6246,103.0221,316.6,1.5,1.2,2023-10-17,1525,Terra,MODIS,94,61.03,292.2,22.1,N,0
-2.6265,103.0093,309.7,1.5,1.2,2023-10-17,1525,Terra,MODIS,78,61.03,289.7,14.2,N,0
-2.6103,103.0463,306.6,1.5,1.2,2023-10-17,1525,Terra,MODIS,63,61.03,289.7,9.3,N,0
-2.6122,103.0334,314.8,1.5,1.2,2023-10-17,1525,Terra,MODIS,86,61.03,291.5,18.8,N,0
-2.6141,103.0206,325.7,1.5,1.2,2023-10-17,1525,Terra,MODIS,100,61.03,291.8,37.6,N,0
-2.3946,104.4369,302.1,1.9,1.3,2023-10-17,1525,Terra,MODIS,47,61.03,280.6,12.5,N,0
-2.3832,104.3516,313.1,1.8,1.3,2023-10-17,1525,Terra,MODIS,86,61.03,280.5,29.1,N,0
-2.3882,104.3459,305.4,1.8,1.3,2023-10-17,1525,Terra,MODIS,64,61.03,279.8,16.9,N,0
-2.3764,104.3441,302.6,1.8,1.3,2023-10-17,1525,Terra,MODIS,45,61.03,279.5,12.8,N,0
-2.217,101.0605,305.9,1.1,1.1,2023-10-17,1525,Terra,MODIS,66,61.03,287.8,7.4,N,0
-2.2159,101,309.6,1.1,1.1,2023-10-17,1525,Terra,MODIS,78,61.03,289.5,10,N,0
-0.8827,102.0476,330.9,1.3,1.1,2023-10-17,1525,Terra,MODIS,100,61.03,287.2,42.5,N,0
-0.8827,102.0532,326,1.3,1.1,2023-10-17,1525,Terra,MODIS,99,61.03,286.7,32.5,N,0
-0.8843,102.0413,319,1.3,1.1,2023-10-17,1525,Terra,MODIS,63,61.03,286.7,22,N,0
-0.8058,101.6545,301.7,1.3,1.1,2023-10-17,1525,Terra,MODIS,36,61.03,286,5.6,N,0
-0.7959,101.6531,300.2,1.3,1.1,2023-10-17,1525,Terra,MODIS,16,61.03,284.8,4.3,N,0
-0.5445,102.6985,329.8,1.5,1.2,2023-10-17,1525,Terra,MODIS,100,61.03,278.8,55,N,0
-8.2478,124.7579,304.3,2.1,1.4,2023-10-17,1706,Aqua,MODIS,60,61.03,290.3,20.4,N,0
-8.3698,124.6163,301.1,2.2,1.4,2023-10-17,1706,Aqua,MODIS,38,61.03,289.8,12.9,N,0
-8.3683,124.6096,301,2.2,1.4,2023-10-17,1706,Aqua,MODIS,36,61.03,289.9,13.2,N,0
-1.9009,113.6349,305.7,2.1,1.4,2023-10-17,1843,Aqua,MODIS,23,61.03,285.5,19.1,N,0
-2.3326,114.1848,325.5,2.3,1.5,2023-10-17,1843,Aqua,MODIS,100,61.03,290,76.9,N,0
-2.3355,114.2055,344.2,2.3,1.5,2023-10-17,1843,Aqua,MODIS,100,61.03,291.1,173.3,N,0
-2.3312,114.0808,308.9,2.3,1.5,2023-10-17,1843,Aqua,MODIS,45,61.03,288.4,24.2,N,0
-2.3003,113.425,309.4,2,1.4,2023-10-17,1843,Aqua,MODIS,77,61.03,286.4,22.6,N,0
-2.2912,113.4211,302.2,2,1.4,2023-10-17,1843,Aqua,MODIS,16,61.03,286.2,10.7,N,0
-2.3036,113.4192,307.5,2,1.4,2023-10-17,1843,Aqua,MODIS,71,61.03,286.6,19.3,N,0
-2.7378,114.0825,301.5,2.3,1.5,2023-10-17,1843,Aqua,MODIS,41,61.03,288.8,13,N,0
-2.7354,114.0779,306,2.3,1.5,2023-10-17,1843,Aqua,MODIS,66,61.03,289,21.2,N,0
-2.9992,113.9873,306.1,2.3,1.5,2023-10-17,1843,Aqua,MODIS,67,61.03,289.3,20.6,N,0
-2.9958,113.9805,307.9,2.3,1.5,2023-10-17,1843,Aqua,MODIS,65,61.03,289.5,23.4,N,0
-2.4031,106.2599,305.8,1,1,2023-10-17,1843,Aqua,MODIS,37,61.03,277.3,8.2,N,0
-2.6739,106.5935,307.6,1,1,2023-10-17,1843,Aqua,MODIS,70,61.03,287.7,8.3,N,0
-2.3738,104.2907,310.1,1.3,1.1,2023-10-17,1843,Aqua,MODIS,79,61.03,290.1,12.4,N,0
-2.3755,104.3022,308.3,1.3,1.1,2023-10-17,1843,Aqua,MODIS,63,61.03,289.9,10.5,N,0
-2.3825,104.3481,310.7,1.3,1.1,2023-10-17,1843,Aqua,MODIS,81,61.03,286.7,14.3,N,0
-2.3842,104.3595,305.3,1.3,1.1,2023-10-17,1843,Aqua,MODIS,64,61.03,285.9,9,N,0
-2.3961,104.4388,308.3,1.3,1.1,2023-10-17,1843,Aqua,MODIS,74,61.03,288,11.6,N,0
-2.3978,104.4501,307.1,1.3,1.1,2023-10-17,1843,Aqua,MODIS,70,61.03,288,10.5,N,0
-3.0457,108.0973,301.8,1,1,2023-10-17,1843,Aqua,MODIS,44,61.03,290.7,3.5,N,0
-3.3075,105.3382,309.1,1.1,1.1,2023-10-17,1844,Aqua,MODIS,42,61.03,284.5,7.9,N,0
-2.9657,105.583,304.6,1.1,1,2023-10-17,1844,Aqua,MODIS,61,61.03,289.7,6.2,N,0
-2.9671,105.5927,321.1,1.1,1,2023-10-17,1844,Aqua,MODIS,100,61.03,290.8,21,N,0
-2.9749,105.5817,313.1,1.1,1,2023-10-17,1844,Aqua,MODIS,86,61.03,290.8,12.4,N,0
-2.9764,105.5914,349.2,1.1,1,2023-10-17,1844,Aqua,MODIS,100,61.03,297.3,68.7,N,0
-2.9778,105.601,308.5,1.1,1,2023-10-17,1844,Aqua,MODIS,75,61.03,289.9,9.2,N,0
-2.9829,105.5847,319.9,1.1,1,2023-10-17,1844,Aqua,MODIS,99,61.03,291.8,19.3,N,0
-2.9844,105.5944,323.6,1.1,1,2023-10-17,1844,Aqua,MODIS,100,61.03,293.6,23.3,N,0
-2.9922,105.5834,311.6,1.1,1,2023-10-17,1844,Aqua,MODIS,66,61.03,290.7,10.9,N,0
-2.9937,105.593,315.9,1.1,1,2023-10-17,1844,Aqua,MODIS,88,61.03,292.4,14.7,N,0
-3.0015,105.582,307,1.1,1,2023-10-17,1844,Aqua,MODIS,25,61.03,289.4,7.2,N,0
-3.0029,105.5917,319.1,1.1,1,2023-10-17,1844,Aqua,MODIS,98,61.03,292.3,18.2,N,0
-3.0925,105.6407,303.7,1.1,1,2023-10-17,1844,Aqua,MODIS,46,61.03,288.9,5.5,N,0
-3.094,105.6503,308.3,1.1,1,2023-10-17,1844,Aqua,MODIS,74,61.03,289.9,8.6,N,0
-3.1217,105.6463,309.9,1.1,1,2023-10-17,1844,Aqua,MODIS,79,61.03,288.2,9.6,N,0
-3.1232,105.6559,310.2,1.1,1,2023-10-17,1844,Aqua,MODIS,79,61.03,287.6,9.7,N,0
-3.069,105.2333,309,1.1,1.1,2023-10-17,1844,Aqua,MODIS,76,61.03,291.6,9.8,N,0
-3.0765,105.2833,303.8,1.1,1.1,2023-10-17,1844,Aqua,MODIS,57,61.03,286.3,6.5,N,0
-3.078,105.2932,324.9,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,288.4,27.4,N,0
-3.1324,105.6545,310.2,1.1,1,2023-10-17,1844,Aqua,MODIS,79,61.03,287.3,9.9,N,0
-3.0784,105.2319,338.8,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,298,48.4,N,0
-3.0799,105.2419,321.1,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,293.8,20.9,N,0
-3.0879,105.2305,305.8,1.1,1.1,2023-10-17,1844,Aqua,MODIS,34,61.03,290.8,6.9,N,0
-3.1407,105.4096,301.4,1.1,1.1,2023-10-17,1844,Aqua,MODIS,28,61.03,286.1,4.7,N,0
-3.1422,105.4194,315.3,1.1,1,2023-10-17,1844,Aqua,MODIS,91,61.03,287.3,15.8,N,0
-3.1515,105.4181,313.4,1.1,1,2023-10-17,1844,Aqua,MODIS,87,61.03,286.8,14.2,N,0
-3.153,105.4279,303.8,1.1,1,2023-10-17,1844,Aqua,MODIS,57,61.03,286.9,6.5,N,0
-2.9827,103.9784,308.4,1.3,1.1,2023-10-17,1844,Aqua,MODIS,21,61.03,286.7,12.5,N,0
-2.9929,103.9769,314.8,1.3,1.1,2023-10-17,1844,Aqua,MODIS,46,61.03,286.7,18.6,N,0
-2.9947,103.9887,323.8,1.3,1.1,2023-10-17,1844,Aqua,MODIS,74,61.03,289.5,29.9,N,0
-2.9964,104.0005,319.1,1.3,1.1,2023-10-17,1844,Aqua,MODIS,34,61.03,289.8,21.5,N,0
-2.9982,104.0123,318.2,1.3,1.1,2023-10-17,1844,Aqua,MODIS,60,61.03,291.2,20.3,N,0
-3,104.024,320,1.3,1.1,2023-10-17,1844,Aqua,MODIS,66,61.03,292.1,23.2,N,0
-3.0017,104.0358,317.3,1.3,1.1,2023-10-17,1844,Aqua,MODIS,53,61.03,291.2,20.3,N,0
-3.0049,103.9872,315.5,1.3,1.1,2023-10-17,1844,Aqua,MODIS,50,61.03,288.3,17.1,N,0
-3.0084,104.0107,309.5,1.3,1.1,2023-10-17,1844,Aqua,MODIS,11,61.03,289.4,8.5,N,0
-3.0101,104.0225,316.1,1.3,1.1,2023-10-17,1844,Aqua,MODIS,48,61.03,291.5,16.8,N,0
-3.1566,104.9165,314.4,1.2,1.1,2023-10-17,1844,Aqua,MODIS,89,61.03,293.3,15.4,N,0
-3.1582,104.9269,305.6,1.2,1.1,2023-10-17,1844,Aqua,MODIS,65,61.03,293.1,7.6,N,0
-3.2665,105.1919,306.7,1.1,1.1,2023-10-17,1844,Aqua,MODIS,22,61.03,286.9,7,N,0
-3.2937,105.3099,318.5,1.1,1.1,2023-10-17,1844,Aqua,MODIS,97,61.03,292.1,17,N,0
-3.2952,105.3198,316,1.1,1.1,2023-10-17,1844,Aqua,MODIS,70,61.03,290.2,13.7,N,0
-3.2981,105.3395,328.6,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,286.1,29.7,N,0
-3.2898,105.2191,310.2,1.1,1.1,2023-10-17,1844,Aqua,MODIS,40,61.03,288.8,9.2,N,0
-3.3031,105.3085,337.3,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,293.6,44,N,0
-3.3046,105.3184,334.2,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,293.6,37.4,N,0
-3.306,105.3283,324.1,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,290.5,22.8,N,0
-3.2965,105.2225,321.1,1.1,1.1,2023-10-17,1844,Aqua,MODIS,93,61.03,290.9,20.8,N,0
-3.3117,105.3216,316.3,1.1,1.1,2023-10-17,1844,Aqua,MODIS,85,61.03,288.7,15.8,N,0
-3.3132,105.3315,312.1,1.1,1.1,2023-10-17,1844,Aqua,MODIS,53,61.03,286.7,11.5,N,0
-3.3147,105.3413,315.3,1.1,1.1,2023-10-17,1844,Aqua,MODIS,83,61.03,287.3,15.4,N,0
-3.2704,104.9887,304.6,1.2,1.1,2023-10-17,1844,Aqua,MODIS,61,61.03,292.4,6.3,N,0
-3.3169,105.2297,320.4,1.1,1.1,2023-10-17,1844,Aqua,MODIS,98,61.03,290.2,18.7,N,0
-3.3049,105.0877,301.1,1.1,1.1,2023-10-17,1844,Aqua,MODIS,33,61.03,288.6,4.9,N,0
-3.3322,105.011,312.5,1.2,1.1,2023-10-17,1844,Aqua,MODIS,81,61.03,291.3,12.3,N,0
-3.3417,105.0096,359.4,1.2,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,301.5,102,N,0
-3.3432,105.0198,315.2,1.2,1.1,2023-10-17,1844,Aqua,MODIS,52,61.03,291.5,13.6,N,0
-3.3512,105.0082,343.1,1.2,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,299.2,57.4,N,0
-3.3528,105.0184,333,1.2,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,296.3,37.5,N,0
-3.3541,105.0011,309.2,1.2,1.1,2023-10-17,1844,Aqua,MODIS,76,61.03,293.7,9.4,N,0
-3.3556,105.0113,339.1,1.2,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,299.8,51,N,0
-3.3572,105.0215,307.7,1.2,1.1,2023-10-17,1844,Aqua,MODIS,42,61.03,293.6,7.9,N,0
-3.4053,104.8885,313.6,1.2,1.1,2023-10-17,1844,Aqua,MODIS,87,61.03,293.8,14.8,N,0
-3.4068,104.8989,304.5,1.2,1.1,2023-10-17,1844,Aqua,MODIS,60,61.03,293.7,6.7,N,0
-3.4514,105.1317,304.3,1.1,1.1,2023-10-17,1844,Aqua,MODIS,29,61.03,293.9,5.5,N,0
-3.4529,105.1417,306.7,1.1,1.1,2023-10-17,1844,Aqua,MODIS,32,61.03,293.9,7.1,N,0
-3.4473,105.0394,307.3,1.1,1.1,2023-10-17,1844,Aqua,MODIS,71,61.03,295.2,7.7,N,0
-3.4503,105.0596,367.4,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,301,128.8,N,0
-3.4518,105.0698,411.1,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,312.3,395,N,0
-3.4533,105.0799,331.8,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,295.8,36.1,N,0
-3.4608,105.1303,312,1.1,1.1,2023-10-17,1844,Aqua,MODIS,84,61.03,294.4,11.3,N,0
-3.5422,105.6768,306.3,1.1,1,2023-10-17,1844,Aqua,MODIS,67,61.03,294.9,6.6,N,0
-3.4519,105.0329,328.5,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,296.5,32.4,N,0
-3.4535,105.043,329.4,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,298.7,33.5,N,0
-3.455,105.0532,311,1.1,1.1,2023-10-17,1844,Aqua,MODIS,81,61.03,293.9,11.4,N,0
-3.4566,105.0633,355,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,300.7,88.3,N,0
-3.4581,105.0734,365.5,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,304.3,122.9,N,0
-3.4614,105.0315,325.3,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,293.9,28,N,0
-3.463,105.0416,351.7,1.1,1.1,2023-10-17,1844,Aqua,MODIS,100,61.03,298,80,N,0
-3.5027,105.3013,307.6,1.1,1.1,2023-10-17,1844,Aqua,MODIS,72,61.03,292.2,9,N,0
-3.5759,105.7821,319.3,1.1,1,2023-10-17,1844,Aqua,MODIS,98,61.03,295,18.1,N,0
-3.5773,105.7915,305.8,1.1,1,2023-10-17,1844,Aqua,MODIS,66,61.03,294.3,6.4,N,0
-3.497,105.2009,306.1,1.1,1.1,2023-10-17,1844,Aqua,MODIS,67,61.03,293.1,7.3,N,0
-3.4985,105.2108,304.6,1.1,1.1,2023-10-17,1844,Aqua,MODIS,61,61.03,292.9,6.2,N,0
-3.5064,105.1995,303.4,1.1,1.1,2023-10-17,1844,Aqua,MODIS,17,61.03,292.8,4.9,N,0
-3.5079,105.2094,311.7,1.1,1.1,2023-10-17,1844,Aqua,MODIS,83,61.03,293.8,11.5,N,0
-3.5139,105.2491,313.7,1.1,1.1,2023-10-17,1844,Aqua,MODIS,88,61.03,295.6,13,N,0
-3.5327,105.2464,303.9,1.1,1.1,2023-10-17,1844,Aqua,MODIS,34,61.03,293.5,5.5,N,0
-3.6083,105.7484,308.9,1.1,1,2023-10-17,1844,Aqua,MODIS,76,61.03,293.9,8.8,N,0
-3.6106,104.8983,313.4,1.2,1.1,2023-10-17,1844,Aqua,MODIS,87,61.03,292.5,14.2,N,0
-3.6163,104.9022,304.6,1.2,1.1,2023-10-17,1844,Aqua,MODIS,61,61.03,291.9,7.5,N,0
-3.711,105.4574,309.6,1.1,1,2023-10-17,1844,Aqua,MODIS,78,61.03,293.7,9.7,N,0
-3.7217,105.4657,306.2,1.1,1,2023-10-17,1844,Aqua,MODIS,43,61.03,292.8,6.8,N,0
-3.7368,105.5028,310.1,1.1,1,2023-10-17,1844,Aqua,MODIS,79,61.03,292.9,10.5,N,0
-3.7383,105.5124,303.7,1.1,1,2023-10-17,1844,Aqua,MODIS,57,61.03,292.6,5.5,N,0
-3.7548,105.559,317.3,1.1,1,2023-10-17,1844,Aqua,MODIS,95,61.03,295.1,15,N,0
